"variable","estimate1_mean","estimate2_midrange"
"height",179.951560420749,179.397921005773
"mass",74.0328377109161,73.3438496024977
"metabolite_A",0.829502606432656,0.64673987462328
"metabolite_B",1.66164976020912,1.31780358606102
"metabolite_C",0.281854584155645,0.395070768955891
"metabolite_D",4.95797396409414,4.87437250093272
"metabolite_E",10.196892151826,10.0806520005045
"disease_score",-0.268084304637356,2.96878364980892
