"smoking","gender","eyesight_left","eyesight_right","height_cm","weight_kg"
"non_smoker","F",0.932111980238782,0.927609098394401,155.59901193907,56.1146562371346
"smoker","F",0.89825378346915,0.907799767171129,156.647264260768,56.4493597206054
"non_smoker","M",1.06099335653274,1.05357798165138,169.581145207213,71.2590952230307
"smoker","M",1.05846091038988,1.05376607470912,169.996938150643,71.5957338232292
